method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,CV_SW2,CV_MMD2_biased,CV_MMD2_unbiased,latent_z1_KS,CV_KDE_Hellinger,basin_outside_mass,basin_JS,basin_TV,tamed,tame_cap,boundary_rule,score_evaluation,splitting,jump_mode,jump_cap_k,m_clip_fraction,jump_count_mean,max_log_magnitude,jump_count_applied_cumulative,score_clip_fraction_cumulative,jump_rate_per_particle_time_cumulative,jump_cap_hit_fraction_cumulative,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,2,325,1.625,807247247.9958678,252264.7649987087,325.0,332800.0,0.3185825483841909,0.07466727715815358,0.0737637056933278,0.24750000000000005,0.08997365261821788,0.0,0.03010869844107565,0.21364772163690782,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.004765625000000001,141.74679187796596,5321,0.0,1.0232692307692308,0.0,8.653846153846155e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,3,325,1.625,807247247.9958678,252264.7649987087,325.0,332800.0,0.30677934931381795,0.06645769126199275,0.06554883653488353,0.23875000000000002,0.0807931408909991,0.0,0.026514901742125792,0.2023977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.004765625000000001,141.74679187796596,5321,0.0,1.0232692307692308,0.0,8.653846153846155e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,0,333,1.665,827117949.4849969,258474.35921406152,333.0,340992.0,0.31968723105777996,0.07288876394070931,0.07199776857388274,0.23000000000000004,0.0870973794102532,0.0,0.02903244545647484,0.19114772163690782,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0055859375,121.50755701744706,5464,0.0,1.0255255255255256,0.0,8.445945945945946e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,1,333,1.665,827117949.4849969,258474.35921406152,333.0,340992.0,0.28911550016022625,0.05431519241074134,0.0533999016872968,0.20125000000000004,0.0858369374935396,0.0,0.021455257187866124,0.16739772163690783,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0055859375,121.50755701744706,5464,0.0,1.0255255255255256,0.0,8.445945945945946e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,2,333,1.665,827117949.4849969,258474.35921406152,333.0,340992.0,0.30608170787603406,0.06589456007243555,0.06498255900801186,0.22749999999999998,0.08821497077753915,0.0,0.026347053937888342,0.1961477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0055859375,121.50755701744706,5464,0.0,1.0255255255255256,0.0,8.445945945945946e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,3,333,1.665,827117949.4849969,258474.35921406152,333.0,340992.0,0.30333311413807945,0.0653694114659441,0.06445726599681856,0.24000000000000005,0.08588159335091572,0.0,0.026134625854088968,0.2011477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0055859375,121.50755701744706,5464,0.0,1.0255255255255256,0.0,8.445945945945946e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,0,342,1.71,849472488.6602671,265460.1527063335,342.0,350208.0,0.31428746504414906,0.07146353797852056,0.07057226316348397,0.22499999999999998,0.08807482886532336,0.0,0.02903244545647484,0.19114772163690782,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.004444444444444444,121.95765856307843,5592,0.0,1.0219298245614035,0.0,8.223684210526316e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,1,342,1.71,849472488.6602671,265460.1527063335,342.0,350208.0,0.28283147012501486,0.052757888154217336,0.051849838637107126,0.1925,0.07982324679781205,0.0,0.02030696675214138,0.15739772163690782,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.004444444444444444,121.95765856307843,5592,0.0,1.0219298245614035,0.0,8.223684210526316e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,2,342,1.71,849472488.6602671,265460.1527063335,342.0,350208.0,0.2990746213951991,0.06235605774764841,0.061448728498660565,0.22250000000000003,0.08601539776610012,0.0,0.024260489742552925,0.18114772163690782,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.004444444444444444,121.95765856307843,5592,0.0,1.0219298245614035,0.0,8.223684210526316e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,3,342,1.71,849472488.6602671,265460.1527063335,342.0,350208.0,0.3012115116975771,0.06209226916159416,0.06117162630769302,0.22625000000000006,0.08597533174032312,0.0,0.024428729280367018,0.1911477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.004444444444444444,121.95765856307843,5592,0.0,1.0219298245614035,0.0,8.223684210526316e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,0,350,1.75,869343190.1493962,271669.7469216863,350.0,358400.0,0.31084334666545005,0.06924360838638866,0.06835277889652747,0.22250000000000003,0.08486968018241914,0.0,0.02865578197800092,0.19239772163690777,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0048046875,123.44721171022371,5715,0.0,1.0205357142857143,0.0,8.035714285714286e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,1,350,1.75,869343190.1493962,271669.7469216863,350.0,358400.0,0.2747109892035352,0.04848966355417883,0.04757667016873157,0.18749999999999994,0.07287199917779297,0.0,0.01814179463331251,0.14489772163690778,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0048046875,123.44721171022371,5715,0.0,1.0205357142857143,0.0,8.035714285714286e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,2,350,1.75,869343190.1493962,271669.7469216863,350.0,358400.0,0.296159329837264,0.06061896893056706,0.059712627016853315,0.21500000000000002,0.08607736953120415,0.0,0.024002646045618387,0.1773977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0048046875,123.44721171022371,5715,0.0,1.0205357142857143,0.0,8.035714285714286e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,3,350,1.75,869343190.1493962,271669.7469216863,350.0,358400.0,0.29298233477753294,0.0576929654617383,0.056771168903110514,0.21875000000000006,0.086974458500779,0.0,0.02179180974127786,0.1748977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0048046875,123.44721171022371,5715,0.0,1.0205357142857143,0.0,8.035714285714286e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,0,358,1.79,889213891.6385251,277879.3411370391,358.0,366592.0,0.3062616534284972,0.06653589237277246,0.06564961205478603,0.23000000000000004,0.08724875263168297,0.0,0.02734108330589035,0.17739772163690778,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005820312499999999,121.71467167559112,5864,0.0,1.0237430167597765,0.0,7.856145251396649e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,1,358,1.79,889213891.6385251,277879.3411370391,358.0,366592.0,0.2693432851428341,0.04521689881554569,0.0442909709361442,0.1925,0.08125988834961051,0.0,0.017285848090367727,0.14989772163690782,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005820312499999999,121.71467167559112,5864,0.0,1.0237430167597765,0.0,7.856145251396649e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,2,358,1.79,889213891.6385251,277879.3411370391,358.0,366592.0,0.2896459503898333,0.05681684782751484,0.05589905484646607,0.21000000000000002,0.08435836149841525,0.0,0.021601417215258864,0.1748977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005820312499999999,121.71467167559112,5864,0.0,1.0237430167597765,0.0,7.856145251396649e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,3,358,1.79,889213891.6385251,277879.3411370391,358.0,366592.0,0.28467409060266213,0.05353640053873698,0.05261454288094192,0.21125000000000005,0.07876231446574056,0.0,0.020057146478959297,0.1686477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005820312499999999,121.71467167559112,5864,0.0,1.0237430167597765,0.0,7.856145251396649e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,0,367,1.835,911568430.8137953,284865.13462931104,367.0,375808.0,0.3094154616912459,0.06908115266523052,0.06820151308140954,0.23124999999999996,0.08970054315526899,0.0,0.027941907112582383,0.1748977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.00517361111111111,336.5793696896724,6013,0.0,1.0240122615803815,0.0,8.514986376021799e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,1,367,1.835,911568430.8137953,284865.13462931104,367.0,375808.0,0.2681293046039339,0.045082419730009926,0.04415131940812289,0.19125000000000003,0.07485396508462205,0.0,0.016310039831694573,0.14739772163690779,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.00517361111111111,336.5793696896724,6013,0.0,1.0240122615803815,0.0,8.514986376021799e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,2,367,1.835,911568430.8137953,284865.13462931104,367.0,375808.0,0.27832169677148455,0.049717860850215345,0.04879708318546616,0.19874999999999998,0.07911623228478692,0.0,0.01927768895331298,0.16239772163690783,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.00517361111111111,336.5793696896724,6013,0.0,1.0240122615803815,0.0,8.514986376021799e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,3,367,1.835,911568430.8137953,284865.13462931104,367.0,375808.0,0.274718551844581,0.04872172679463527,0.04779222955353524,0.20375,0.07857253771626549,0.0,0.01941803800267596,0.1723977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.00517361111111111,336.5793696896724,6013,0.0,1.0240122615803815,0.0,8.514986376021799e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,0,375,1.875,931439132.3029244,291074.7288446639,375.0,384000.0,0.3073043424327899,0.06770292509248876,0.06681308949532394,0.23125000000000007,0.08480160558696015,0.0,0.02578391054119395,0.17114772163690778,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0050390625,143.75292314193194,6142,0.0,1.0236666666666667,0.0,8.333333333333334e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,1,375,1.875,931439132.3029244,291074.7288446639,375.0,384000.0,0.26685513100519476,0.043636781040665706,0.04271106686123871,0.18375000000000008,0.07290197133949672,0.0,0.016179616282110593,0.1411477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0050390625,143.75292314193194,6142,0.0,1.0236666666666667,0.0,8.333333333333334e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,2,375,1.875,931439132.3029244,291074.7288446639,375.0,384000.0,0.274083436447452,0.04809974665650585,0.04717883320777949,0.20000000000000007,0.08228665568680127,0.0,0.018355141027543667,0.1561477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0050390625,143.75292314193194,6142,0.0,1.0236666666666667,0.0,8.333333333333334e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,3,375,1.875,931439132.3029244,291074.7288446639,375.0,384000.0,0.26296729034179483,0.043715763436135036,0.04277407295406421,0.19000000000000006,0.08428588031076112,0.0,0.01666452955618206,0.1611477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0050390625,143.75292314193194,6142,0.0,1.0236666666666667,0.0,8.333333333333334e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,0,383,1.915,951309833.7920535,297284.32306001673,383.0,392192.0,0.29707039086429987,0.06039622494464292,0.05949698219993527,0.21000000000000002,0.09172370510965744,0.0,0.023746962020998477,0.16239772163690783,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0053125,136.79439562073864,6278,0.0,1.0244778067885119,0.0,8.975195822454307e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,1,383,1.915,951309833.7920535,297284.32306001673,383.0,392192.0,0.2599207244351045,0.041272916128289205,0.040344174099439245,0.18625000000000003,0.077103177527577,0.0,0.01407689310083649,0.1286477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0053125,136.79439562073864,6278,0.0,1.0244778067885119,0.0,8.975195822454307e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,2,383,1.915,951309833.7920535,297284.32306001673,383.0,392192.0,0.26707757881583716,0.045036002042577294,0.04411294899085938,0.1925,0.07932387207731972,0.0,0.016448835653691762,0.1486477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0053125,136.79439562073864,6278,0.0,1.0244778067885119,0.0,8.975195822454307e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,3,383,1.915,951309833.7920535,297284.32306001673,383.0,392192.0,0.2634997455938829,0.04318006168816435,0.04224101812690384,0.19500000000000006,0.07456492945882776,0.0,0.01666452955618206,0.1611477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0053125,136.79439562073864,6278,0.0,1.0244778067885119,0.0,8.975195822454307e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,0,392,1.96,973664372.9673237,304270.11655228864,392.0,401408.0,0.2935856844797189,0.05932081982898163,0.05842585353022278,0.21000000000000008,0.08641877541125631,0.0,0.022315703165847627,0.15647475870879365,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.004722222222222221,133.91803940681572,6414,0.0,1.022640306122449,0.0,9.566326530612244e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,1,392,1.96,973664372.9673237,304270.11655228864,392.0,401408.0,0.26285583548260527,0.04166941906094168,0.04073663910557268,0.19125000000000003,0.07973414446369154,0.0,0.014135636070800919,0.1311477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.004722222222222221,133.91803940681572,6414,0.0,1.022640306122449,0.0,9.566326530612244e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,2,392,1.96,973664372.9673237,304270.11655228864,392.0,401408.0,0.26926776216773995,0.0455157036305428,0.044590374911885,0.1825,0.07382811168963876,0.0,0.016480593747015278,0.1473977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.004722222222222221,133.91803940681572,6414,0.0,1.022640306122449,0.0,9.566326530612244e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,3,392,1.96,973664372.9673237,304270.11655228864,392.0,401408.0,0.2628290615424608,0.04264615083248746,0.04170763534934552,0.1925,0.0751211958243192,0.0,0.015923367446558492,0.1573977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.004722222222222221,133.91803940681572,6414,0.0,1.022640306122449,0.0,9.566326530612244e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,0,400,2.0,993535074.4564527,310479.7107676415,400.0,409600.0,0.28716203930668044,0.05331518344286268,0.05240990204434526,0.19625000000000004,0.08521211123936301,0.0,0.020448611377058317,0.15147475870879365,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005585937500000001,480.96854861996064,6557,0.0,1.02453125,0.0,9.375e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,1,400,2.0,993535074.4564527,310479.7107676415,400.0,409600.0,0.25432685841048885,0.03932991674205155,0.03839844309834739,0.1775000000000001,0.07307864039387324,0.0,0.012780410975927862,0.12364772163690779,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005585937500000001,480.96854861996064,6557,0.0,1.02453125,0.0,9.375e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,2,400,2.0,993535074.4564527,310479.7107676415,400.0,409600.0,0.2566947005397283,0.03920500732661947,0.03827167301093193,0.16875000000000007,0.07584977135064008,0.0,0.013604447107783028,0.1323977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005585937500000001,480.96854861996064,6557,0.0,1.02453125,0.0,9.375e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,3,400,2.0,993535074.4564527,310479.7107676415,400.0,409600.0,0.25899574320223867,0.042087083125516234,0.04115172832242797,0.1925,0.07324045762610198,0.0,0.015695911508481642,0.1536477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005585937500000001,480.96854861996064,6557,0.0,1.02453125,0.0,9.375e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,0,408,2.04,1013405775.9455818,316689.30498299433,408.0,417792.0,0.2820538083417049,0.051972406000457494,0.05106193951296045,0.195,0.08091122527430339,0.0,0.01913988698744534,0.14772475870879365,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0044921875000000005,148.5038684543577,6672,0.0,1.0220588235294117,0.0,9.191176470588234e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,1,408,2.04,1013405775.9455818,316689.30498299433,408.0,417792.0,0.24912056877166516,0.037532992403110144,0.036602988593300356,0.17750000000000005,0.07506626407455275,0.0,0.013007060204584248,0.1261477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0044921875000000005,148.5038684543577,6672,0.0,1.0220588235294117,0.0,9.191176470588234e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,2,408,2.04,1013405775.9455818,316689.30498299433,408.0,417792.0,0.25098051175418135,0.037645647097370394,0.036713163775205726,0.17124999999999996,0.07399294277541246,0.0,0.013360216632346902,0.1298977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0044921875000000005,148.5038684543577,6672,0.0,1.0220588235294117,0.0,9.191176470588234e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,3,408,2.04,1013405775.9455818,316689.30498299433,408.0,417792.0,0.2573945734033948,0.0408816392434429,0.03994790498297496,0.1937500000000001,0.0723160944258221,0.0,0.014787521718681564,0.1448977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0044921875000000005,148.5038684543577,6672,0.0,1.0220588235294117,0.0,9.191176470588234e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,0,417,2.085,1035760315.120852,323675.09847526625,417.0,427008.0,0.2762109278683176,0.048567128248891756,0.04765436365889919,0.18374999999999997,0.08169137282142258,0.0,0.01832588035058302,0.14397475870879364,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005208333333333334,142.15880480785006,6822,0.0,1.0224820143884892,0.0,8.992805755395683e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,1,417,2.085,1035760315.120852,323675.09847526625,417.0,427008.0,0.2382384620274405,0.03359348217599267,0.03265416494538498,0.17375000000000002,0.07360325470318596,0.0,0.01133798481686973,0.12239772163690778,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005208333333333334,142.15880480785006,6822,0.0,1.0224820143884892,0.0,8.992805755395683e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,2,417,2.085,1035760315.120852,323675.09847526625,417.0,427008.0,0.24199962615791745,0.033538907998544754,0.032598810991883664,0.1625000000000001,0.07480732207203145,0.0,0.011986308019656042,0.1248977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005208333333333334,142.15880480785006,6822,0.0,1.0224820143884892,0.0,8.992805755395683e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,3,417,2.085,1035760315.120852,323675.09847526625,417.0,427008.0,0.2505765197812432,0.037023776376688744,0.036087304711870494,0.17625000000000002,0.07095041459974905,0.0,0.01313066227149489,0.1361477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005208333333333334,142.15880480785006,6822,0.0,1.0224820143884892,0.0,8.992805755395683e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,0,425,2.125,1055631016.6099811,329884.6926906191,425.0,435200.0,0.2713981967071993,0.04586107929415362,0.044945199541151615,0.18374999999999997,0.08174590277410865,0.0,0.016987992529875057,0.14022475870879367,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0046484375,133.6676199286414,6941,0.0,1.020735294117647,0.0,8.823529411764705e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,1,425,2.125,1055631016.6099811,329884.6926906191,425.0,435200.0,0.23566810984474704,0.031596047713935094,0.030655496169675778,0.17125,0.07167812211326596,0.0,0.010589888033174634,0.11239772163690781,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0046484375,133.6676199286414,6941,0.0,1.020735294117647,0.0,8.823529411764705e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,2,425,2.125,1055631016.6099811,329884.6926906191,425.0,435200.0,0.2398843010840957,0.033189184762313584,0.032252037948641066,0.15875000000000006,0.07360973118436631,0.0,0.011711132879722277,0.1248977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0046484375,133.6676199286414,6941,0.0,1.020735294117647,0.0,8.823529411764705e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,3,425,2.125,1055631016.6099811,329884.6926906191,425.0,435200.0,0.24426673569442128,0.03502032849580672,0.03407634857779074,0.17125,0.07190839022486661,0.0,0.012513095613847933,0.1361477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0046484375,133.6676199286414,6941,0.0,1.020735294117647,0.0,8.823529411764705e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,0,433,2.165,1075501718.0991101,336094.28690597194,433.0,443392.0,0.27271621067362434,0.0457374933142054,0.04481803745480928,0.1825,0.07760855973857961,0.0,0.017095791877908897,0.14022475870879364,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005078125,152.24583410721317,7071,0.0,1.0206408775981524,0.0,8.660508083140878e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,1,433,2.165,1075501718.0991101,336094.28690597194,433.0,443392.0,0.23344596214684668,0.030527767541180917,0.029585428137213543,0.17250000000000004,0.07116913844815831,0.0,0.009829970354959833,0.10989772163690781,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005078125,152.24583410721317,7071,0.0,1.0206408775981524,0.0,8.660508083140878e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,2,433,2.165,1075501718.0991101,336094.28690597194,433.0,443392.0,0.23650088338312905,0.03148237444627777,0.030539366540387802,0.15875000000000006,0.07379582921828554,0.0,0.010710998720298431,0.12114772163690782,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005078125,152.24583410721317,7071,0.0,1.0206408775981524,0.0,8.660508083140878e-06,0.0
