experiment,x,local_Langevin_drift,Levy_score_correction,total_LSC_drift,jump_shell_center_positive,jump_shell_center_negative
double-well,-3.387823185988324,35.49539550152674,3.186965847110644e+93,3.186965847110644e+93,2.0,-2.0
double-well,-3.377814845704754,35.16181333114837,2.0605775936182767e+92,2.0605775936182767e+92,2.0,-2.0
double-well,-3.3678065054211843,34.83026123171924,1.3652783835666842e+91,1.3652783835666842e+91,2.0,-2.0
double-well,-3.357798165137615,34.500733188214326,9.268818740688521e+89,9.268818740688521e+89,2.0,-2.0
double-well,-3.347789824854045,34.173223185608556,6.44686434221728e+88,6.44686434221728e+88,2.0,-2.0
double-well,-3.3377814845704754,33.84772520887692,4.593497104539956e+87,4.593497104539956e+87,2.0,-2.0
double-well,-3.327773144286906,33.52423324299439,3.35242221476935e+86,3.35242221476935e+86,2.0,-2.0
double-well,-3.3177648040033363,33.20274127293591,2.505784173884511e+85,2.505784173884511e+85,2.0,-2.0
double-well,-3.3077564637197665,32.88324328367645,1.9179947343207688e+84,1.9179947343207688e+84,2.0,-2.0
double-well,-3.2977481234361967,32.56573326019098,1.5032071323627184e+83,1.5032071323627184e+83,2.0,-2.0
double-well,-3.2877397831526274,32.25020518745448,1.2061645265128976e+82,1.2061645265128976e+82,2.0,-2.0
double-well,-3.2777314428690576,31.936653050441887,9.9073838150148e+80,9.9073838150148e+80,2.0,-2.0
double-well,-3.267723102585488,31.625070834128177,8.329603196844138e+79,8.329603196844138e+79,2.0,-2.0
double-well,-3.2577147623019185,31.315452523488336,7.167215750441556e+78,7.167215750441556e+78,2.0,-2.0
double-well,-3.2477064220183487,31.007792103497298,6.310811579674436e+77,6.310811579674436e+77,2.0,-2.0
double-well,-3.237698081734779,30.70208355913004,5.685596540146458e+76,5.685596540146458e+76,2.0,-2.0
double-well,-3.2276897414512096,30.39832087536154,5.240470290609476e+75,5.240470290609476e+75,2.0,-2.0
double-well,-3.21768140116764,30.09649803716674,4.941001708413758e+74,4.941001708413758e+74,2.0,-2.0
double-well,-3.20767306088407,29.796609029520617,4.7649372834726346e+73,4.7649372834726346e+73,2.0,-2.0
double-well,-3.1976647206005007,29.498647837398153,4.69941251887538e+72,4.69941251887538e+72,2.0,-2.0
double-well,-3.187656380316931,29.20260844577428,4.739371296536809e+71,4.739371296536809e+71,2.0,-2.0
double-well,-3.177648040033361,28.90848483962398,4.8869187514525115e+70,4.8869187514525115e+70,2.0,-2.0
double-well,-3.1676396997497918,28.61627100392223,5.151491907166453e+69,5.151491907166453e+69,2.0,-2.0
double-well,-3.157631359466222,28.325960923643972,5.550864401961519e+68,5.550864401961519e+68,2.0,-2.0
double-well,-3.147623019182652,28.03754858376418,6.11313481681321e+67,6.11313481681321e+67,2.0,-2.0
double-well,-3.137614678899083,27.751027969257837,6.880009838967315e+66,6.880009838967315e+66,2.0,-2.0
double-well,-3.127606338615513,27.466393065099883,7.911917834676562e+65,7.911917834676562e+65,2.0,-2.0
double-well,-3.1175979983319433,27.183637856265292,9.295824831885473e+64,9.295824831885473e+64,2.0,-2.0
double-well,-3.107589658048374,26.902756327729037,1.1157151524092362e+64,1.1157151524092362e+64,2.0,-2.0
double-well,-3.097581317764804,26.623742464466073,1.3678035279626826e+63,1.3678035279626826e+63,2.0,-2.0
double-well,-3.0875729774812344,26.346590251451364,1.7125561982228914e+62,1.7125561982228914e+62,2.0,-2.0
double-well,-3.077564637197665,26.071293673659895,2.1895879933470613e+61,2.1895879933470613e+61,2.0,-2.0
double-well,-3.0675562969140953,25.7978467160666,2.8583945882505068e+60,2.8583945882505068e+60,2.0,-2.0
double-well,-3.0575479566305255,25.526243363646465,3.80951723178927e+59,3.80951723178927e+59,2.0,-2.0
double-well,-3.0475396163469557,25.256477601374446,5.182645521052842e+58,5.182645521052842e+58,2.0,-2.0
double-well,-3.0375312760633864,24.98854341422553,7.196357703223697e+57,7.196357703223697e+57,2.0,-2.0
double-well,-3.0275229357798166,24.722434787174652,1.0197638041055211e+57,1.0197638041055211e+57,2.0,-2.0
double-well,-3.017514595496247,24.458145705196788,1.4745451484500373e+56,1.4745451484500373e+56,2.0,-2.0
double-well,-3.0075062552126774,24.19567015326692,2.1753758032759244e+55,2.1753758032759244e+55,2.0,-2.0
double-well,-2.9974979149291077,23.93500211635999,3.273968181642566e+54,3.273968181642566e+54,2.0,-2.0
double-well,-2.987489574645538,23.67613557945097,5.026027591338883e+53,5.026027591338883e+53,2.0,-2.0
double-well,-2.9774812343619685,23.419064527514838,7.869224978213526e+52,7.869224978213526e+52,2.0,-2.0
double-well,-2.9674728940783988,23.16378294552654,1.2564415276610547e+52,1.2564415276610547e+52,2.0,-2.0
double-well,-2.957464553794829,22.910284818461047,2.0455142271928814e+51,2.0455142271928814e+51,2.0,-2.0
double-well,-2.9474562135112596,22.65856413129334,3.3951536707852287e+50,3.3951536707852287e+50,2.0,-2.0
double-well,-2.93744787322769,22.40861486899836,5.744602994736545e+49,5.744602994736545e+49,2.0,-2.0
double-well,-2.92743953294412,22.160431016551083,9.907209353835118e+48,9.907209353835118e+48,2.0,-2.0
double-well,-2.9174311926605507,21.914006558926484,1.7413281510530052e+48,1.7413281510530052e+48,2.0,-2.0
double-well,-2.907422852376981,21.669335481099512,3.1188553322094356e+47,3.1188553322094356e+47,2.0,-2.0
double-well,-2.897414512093411,21.42641176804514,5.691708909825458e+46,5.691708909825458e+46,2.0,-2.0
double-well,-2.887406171809842,21.18522940473834,1.0582069965543459e+46,1.0582069965543459e+46,2.0,-2.0
double-well,-2.877397831526272,20.945782376154064,2.004134543009785e+45,2.004134543009785e+45,2.0,-2.0
double-well,-2.8673894912427023,20.70806466726728,3.865977819093194e+44,3.865977819093194e+44,2.0,-2.0
double-well,-2.857381150959133,20.472070263052967,7.594796906319445e+43,7.594796906319445e+43,2.0,-2.0
double-well,-2.847372810675563,20.23779314848607,1.5193069188311535e+43,1.5193069188311535e+43,2.0,-2.0
double-well,-2.8373644703919934,20.00522730854156,3.0945376263403814e+42,3.0945376263403814e+42,2.0,-2.0
double-well,-2.827356130108424,19.77436672819442,6.416754312898158e+41,6.416754312898158e+41,2.0,-2.0
double-well,-2.8173477898248542,19.54520539241959,1.35441908944666e+41,1.35441908944666e+41,2.0,-2.0
double-well,-2.8073394495412844,19.31773728619205,2.9097620722523674e+40,2.9097620722523674e+40,2.0,-2.0
double-well,-2.7973311092577147,19.091956394486754,6.361763459442062e+39,6.361763459442062e+39,2.0,-2.0
double-well,-2.7873227689741453,18.86785670227869,1.4153445248141742e+39,1.4153445248141742e+39,2.0,-2.0
double-well,-2.7773144286905755,18.6454321945428,3.2037641425355736e+38,3.2037641425355736e+38,2.0,-2.0
double-well,-2.7673060884070058,18.42467685625406,7.377714268963143e+37,7.377714268963143e+37,2.0,-2.0
double-well,-2.7572977481234364,18.20558467238743,1.72820546542551e+37,1.72820546542551e+37,2.0,-2.0
double-well,-2.7472894078398666,17.98814962791788,4.117471363916225e+36,4.117471363916225e+36,2.0,-2.0
double-well,-2.737281067556297,17.77236570782037,9.976472114502905e+35,9.976472114502905e+35,2.0,-2.0
double-well,-2.7272727272727275,17.55822689706988,2.458013187209992e+35,2.458013187209992e+35,2.0,-2.0
double-well,-2.7172643869891577,17.34572718064135,6.157464886480402e+34,6.157464886480402e+34,2.0,-2.0
double-well,-2.707256046705588,17.13486054350976,1.5681225415942222e+34,1.5681225415942222e+34,2.0,-2.0
double-well,-2.6972477064220186,16.925620970650083,4.059459890501902e+33,4.059459890501902e+33,2.0,-2.0
double-well,-2.687239366138449,16.718002447037268,1.0681117242026797e+33,1.0681117242026797e+33,2.0,-2.0
double-well,-2.677231025854879,16.511998957646284,2.8561126186526127e+32,2.8561126186526127e+32,2.0,-2.0
double-well,-2.6672226855713097,16.307604487452114,7.760582465386592e+31,7.760582465386592e+31,2.0,-2.0
double-well,-2.65721434528774,16.104813021429695,2.142514918238639e+31,2.142514918238639e+31,2.0,-2.0
double-well,-2.64720600500417,15.903618544554012,6.009166166381041e+30,6.009166166381041e+30,2.0,-2.0
double-well,-2.637197664720601,15.704015041800028,1.7120472378864328e+30,1.7120472378864328e+30,2.0,-2.0
double-well,-2.627189324437031,15.505996498142698,4.954260800250906e+29,4.954260800250906e+29,2.0,-2.0
double-well,-2.6171809841534612,15.309556898556998,1.455975505468568e+29,1.455975505468568e+29,2.0,-2.0
double-well,-2.607172643869892,15.114690228017892,4.345021360766356e+28,4.345021360766356e+28,2.0,-2.0
double-well,-2.597164303586322,14.921390471500338,1.3165672165293484e+28,1.3165672165293484e+28,2.0,-2.0
double-well,-2.5871559633027523,14.7296516139793,4.050028982041981e+27,4.050028982041981e+27,2.0,-2.0
double-well,-2.577147623019183,14.539467640429763,1.2647013108032637e+27,1.2647013108032637e+27,2.0,-2.0
double-well,-2.567139282735613,14.350832535826665,4.008513858603922e+26,4.008513858603922e+26,2.0,-2.0
double-well,-2.5571309424520434,14.16374028514499,1.289422677447934e+26,1.289422677447934e+26,2.0,-2.0
double-well,-2.547122602168474,13.978184873359702,4.208958998436105e+25,4.208958998436105e+25,2.0,-2.0
double-well,-2.5371142618849043,13.794160285445754,1.3940315997848139e+25,1.3940315997848139e+25,2.0,-2.0
double-well,-2.5271059216013345,13.61166050637812,4.68425149721107e+24,4.68425149721107e+24,2.0,-2.0
double-well,-2.5170975813177647,13.430679521131765,1.5967196099821004e+24,1.5967196099821004e+24,2.0,-2.0
double-well,-2.5070892410341954,13.25121131468166,5.520637959192193e+23,5.520637959192193e+23,2.0,-2.0
double-well,-2.4970809007506256,13.073249872002759,1.9358575348235536e+23,1.9358575348235536e+23,2.0,-2.0
double-well,-2.487072560467056,12.896789178070028,6.8838671991606545e+22,6.8838671991606545e+22,2.0,-2.0
double-well,-2.4770642201834865,12.721823217858446,2.4820931108521363e+22,2.4820931108521363e+22,2.0,-2.0
double-well,-2.4670558798999167,12.548345976342961,9.073644673416963e+21,9.073644673416963e+21,2.0,-2.0
double-well,-2.457047539616347,12.376351438498544,3.3626006135078697e+21,3.3626006135078697e+21,2.0,-2.0
double-well,-2.4470391993327776,12.205833589300171,1.2631369159481675e+21,1.2631369159481675e+21,2.0,-2.0
double-well,-2.437030859049208,12.03678641372279,4.8090476746082556e+20,4.8090476746082556e+20,2.0,-2.0
double-well,-2.427022518765638,11.869203896741377,1.85546703931844e+20,1.85546703931844e+20,2.0,-2.0
double-well,-2.4170141784820687,11.7030800233309,7.2541244979722854e+19,7.2541244979722854e+19,2.0,-2.0
double-well,-2.407005838198499,11.53840877846631,2.8734692999799095e+19,2.8734692999799095e+19,2.0,-2.0
double-well,-2.396997497914929,11.375184147122583,1.1531086147962305e+19,1.1531086147962305e+19,2.0,-2.0
double-well,-2.3869891576313598,11.21340011427469,4.687360790370574e+18,4.687360790370574e+18,2.0,-2.0
double-well,-2.37698081734779,11.05305066489758,1.929894572632575e+18,1.929894572632575e+18,2.0,-2.0
double-well,-2.36697247706422,10.894129783966228,8.047082672494701e+17,8.047082672494701e+17,2.0,-2.0
double-well,-2.356964136780651,10.736631456455605,3.3977840801910906e+17,3.3977840801910906e+17,2.0,-2.0
double-well,-2.346955796497081,10.580549667340662,1.4526413691943894e+17,1.4526413691943894e+17,2.0,-2.0
double-well,-2.3369474562135113,10.425878401596371,6.287519743174731e+16,6.287519743174732e+16,2.0,-2.0
double-well,-2.326939115929942,10.272611644197704,2.75493763551224e+16,2.7549376355122412e+16,2.0,-2.0
double-well,-2.316930775646372,10.120743380119617,1.2218247086862938e+16,1.2218247086862948e+16,2.0,-2.0
double-well,-2.3069224353628024,9.970267594337075,5484337271196049.0,5484337271196059.0,2.0,-2.0
double-well,-2.296914095079233,9.821178271825055,2491214145586812.5,2491214145586822.5,2.0,-2.0
double-well,-2.2869057547956633,9.673469397558504,1145046959301278.5,1145046959301288.2,2.0,-2.0
double-well,-2.2768974145120935,9.5271349565124,532493955222704.9,532493955222714.4,2.0,-2.0
double-well,-2.2668890742285237,9.382168933661703,250518139118210.03,250518139118219.4,2.0,-2.0
double-well,-2.2568807339449544,9.23856531398139,119220487580014.9,119220487580024.14,2.0,-2.0
double-well,-2.2468723936613846,9.096318082446407,57385754190485.92,57385754190495.016,2.0,-2.0
double-well,-2.236864053377815,8.955421224031731,27935290534133.695,27935290534142.652,2.0,-2.0
double-well,-2.2268557130942455,8.815868723712331,13751585114978.205,13751585114987.021,2.0,-2.0
double-well,-2.2168473728106757,8.67765456646316,6844749042390.127,6844749042398.805,2.0,-2.0
double-well,-2.206839032527106,8.54077273725919,3444469857780.436,3444469857788.977,2.0,-2.0
double-well,-2.1968306922435366,8.40521722107539,1752275514070.2612,1752275514078.6665,2.0,-2.0
double-well,-2.1868223519599668,8.270982002886717,901058028192.4531,901058028200.7241,2.0,-2.0
double-well,-2.176814011676397,8.138061067668138,468305093304.77136,468305093312.9094,2.0,-2.0
double-well,-2.1668056713928276,8.006448400394628,245972362647.79462,245972362655.80106,2.0,-2.0
double-well,-2.156797331109258,7.8761379860411385,130551175187.30405,130551175195.18019,2.0,-2.0
double-well,-2.146788990825688,7.747123809582642,70011310185.02513,70011310192.77226,2.0,-2.0
double-well,-2.1367806505421187,7.619399855994108,37931904895.62382,37931904903.24322,2.0,-2.0
double-well,-2.126772310258549,7.4929601102504915,20760910195.795033,20760910203.287994,2.0,-2.0
double-well,-2.116763969974979,7.367798557326761,11477567528.995235,11477567536.363033,2.0,-2.0
double-well,-2.10675562969141,7.243909182197891,6408725599.733602,6408725606.97751,2.0,-2.0
double-well,-2.09674728940784,7.121285969838832,3613837820.085393,3613837827.206679,2.0,-2.0
double-well,-2.0867389491242703,6.999922905224557,2057774569.1788254,2057774576.1787484,2.0,-2.0
double-well,-2.076730608840701,6.8798139733300365,1183085877.4823658,1183085884.3621798,2.0,-2.0
double-well,-2.066722268557131,6.760953159130224,686722779.2967441,686722786.0576973,2.0,-2.0
double-well,-2.0567139282735614,6.6433344476000915,402393455.55619425,402393462.1995287,2.0,-2.0
double-well,-2.046705587989992,6.526951823714606,238002978.2251659,238002984.75211772,2.0,-2.0
double-well,-2.0366972477064222,6.411799272448727,142080295.65684977,142080302.06864905,2.0,-2.0
double-well,-2.0266889074228525,6.2978707787774235,85597964.39928637,85597970.69715716,2.0,-2.0
double-well,-2.0166805671392827,6.185160327675659,52039065.56066025,52039071.745820574,2.0,-2.0
double-well,-2.0066722268557133,6.073661904118405,31922033.800559267,31922039.874221172,2.0,-2.0
double-well,-1.9966638865721436,5.9633694930806165,19756289.01789945,19756294.981268942,2.0,-2.0
double-well,-1.9866555462885742,5.854277079537268,12334822.040830575,12334827.895107655,2.0,-2.0
double-well,-1.976647206005004,5.7463786484633115,7768412.051059865,7768417.7974385135,2.0,-2.0
double-well,-1.9666388657214346,5.639668184833731,4934723.45361592,4934729.093284105,2.0,-2.0
double-well,-1.9566305254378653,5.534139673623481,3161434.187913345,3161439.722053019,2.0,-2.0
double-well,-1.946622185154295,5.42978709980752,2042471.4635642665,2042476.8933513663,2.0,-2.0
double-well,-1.9366138448707257,5.326604448360828,1330571.9077472033,1330577.2343516515,2.0,-2.0
double-well,-1.9266055045871564,5.224585704258365,873959.659881018,873964.8844667223,2.0,-2.0
double-well,-1.9165971643035862,5.1237248524750845,578729.34372484,578734.4674496924,2.0,-2.0
double-well,-1.9065888240200168,5.0240158779859705,386323.65865730407,386328.68267318205,2.0,-2.0
double-well,-1.8965804837364475,4.9254527657659795,259943.88936606696,259948.81481883273,2.0,-2.0
double-well,-1.8865721434528773,4.828029500790068,176287.47544312556,176292.30347262634,2.0,-2.0
double-well,-1.876563803169308,4.7317400680332184,120486.41718662722,120491.14892669526,2.0,-2.0
double-well,-1.8665554628857386,4.6365784524703875,82983.35158986806,82987.98816832053,2.0,-2.0
double-well,-1.8565471226021684,4.542538639076532,57589.29751433243,57593.84005297151,2.0,-2.0
double-well,-1.846538782318599,4.449614612826633,40267.29109541296,40271.74071002579,2.0,-2.0
double-well,-1.8365304420350297,4.357800358695649,28365.143392166174,28369.50119252487,2.0,-2.0
double-well,-1.8265221017514595,4.267089861658537,20128.055289054428,20132.322378916087,2.0,-2.0
double-well,-1.8165137614678901,4.177477106690277,14386.841495325827,14391.018972432517,2.0,-2.0
double-well,-1.8065054211843208,4.088956078765826,10357.111927290265,10361.20088336903,2.0,-2.0
double-well,-1.7964970809007506,4.001520762860144,7509.040085377052,7513.041606139912,2.0,-2.0
double-well,-1.7864887406171812,3.91516514394821,5482.339220354646,5486.254385498594,2.0,-2.0
double-well,-1.7764804003336119,3.829883207004981,4030.3847692724707,4034.2146524794757,2.0,-2.0
double-well,-1.7664720600500416,3.7456689370054157,2983.251302606374,2986.9969715433795,2.0,-2.0
double-well,-1.7564637197664723,3.662516318924494,2223.1035753489246,2226.766091667849,2.0,-2.0
double-well,-1.746455379482903,3.5804193377371734,1667.7082726793603,1671.2886920170974,2.0,-2.0
double-well,-1.7364470391993327,3.499371978418412,1259.317347062796,1262.8167190412144,2.0,-2.0
double-well,-1.7264386989157634,3.419368225943191,957.126577003155,960.5459452290983,2.0,-2.0
double-well,-1.716430358632194,3.340402065286465,732.1283001692326,735.468702234519,2.0,-2.0
double-well,-1.7064220183486238,3.2624674814231955,563.5771089799783,566.8395764614015,2.0,-2.0
double-well,-1.6964136780650545,3.1855584593283606,436.54867554611263,439.734234005441,2.0,-2.0
double-well,-1.6864053377814852,3.109668983976918,340.2437564348878,343.35342541886473,2.0,-2.0
double-well,-1.676396997497915,3.0347930403438275,266.80312171295,269.8379147532938,2.0,-2.0
double-well,-1.6663886572143456,2.9609246134040657,210.47479148710133,213.4357161005054,2.0,-2.0
double-well,-1.6563803169307763,2.8880576881325934,167.0255712704706,169.9136289586032,2.0,-2.0
double-well,-1.646371976647206,2.8161862495043675,133.3229284913292,136.13911474083358,2.0,-2.0
double-well,-1.6363636363636367,2.7453042824943674,107.03629015009322,109.7815944325876,2.0,-2.0
double-well,-1.6263552960800665,2.6754057720775455,86.42251323360426,89.0979190056818,2.0,-2.0
double-well,-1.6163469557964971,2.6064847032288787,70.17099763764122,72.7774823408701,2.0,-2.0
double-well,-1.6063386155129278,2.5385350609233264,57.29128060294225,59.829815663865574,2.0,-2.0
double-well,-1.5963302752293576,2.4715508301358486,47.031044889567326,49.50259571970317,2.0,-2.0
double-well,-1.5863219349457882,2.4055259958414217,38.81601120153564,41.22153719737706,2.0,-2.0
double-well,-1.5763135946622189,2.3404545430150048,32.205655920266054,34.54611046328106,2.0,-2.0
double-well,-1.5663052543786486,2.276330456631558,26.860428849692656,29.136759306324215,2.0,-2.0
double-well,-1.5562969140950793,2.2131477216660578,22.517368212845216,24.730515934511274,2.0,-2.0
double-well,-1.54628857381151,2.1509003230934636,18.971876437817947,21.12277676091141,2.0,-2.0
double-well,-1.5362802335279397,2.089582245888735,16.064037071724652,18.153619317613387,2.0,-2.0
double-well,-1.5262718932443704,2.0291874750268484,13.668294389530796,15.697481864557645,2.0,-2.0
double-well,-1.516263552960801,1.9697099954827637,11.685634361786548,13.65534435726931,2.0,-2.0
double-well,-1.5062552126772308,1.911143792231441,10.0376345745543,11.94877836678574,2.0,-2.0
double-well,-1.4962468723936615,1.8534828502478553,8.661916714793863,10.515399565041719,2.0,-2.0
double-well,-1.4862385321100922,1.796721154506967,7.508656166055837,9.305377320562805,2.0,-2.0
double-well,-1.476230191826522,1.7408526899837367,6.53789173220557,8.278744422189307,2.0,-2.0
double-well,-1.4662218515429526,1.685871441653139,5.717443511247595,7.403314952900734,2.0,-2.0
double-well,-1.4562135112593833,1.6317713944901344,5.021294904505219,6.653066298995354,2.0,-2.0
double-well,-1.446205170975813,1.5785465334696838,4.4283302832202915,6.006876816689975,2.0,-2.0
double-well,-1.4361968306922437,1.5261908435667615,3.9213462724594415,5.4475371160262025,2.0,-2.0
double-well,-1.4261884904086743,1.4746983097563278,3.4862743601657544,4.960972669922082,2.0,-2.0
double-well,-1.4161801501251041,1.4240629170133436,3.111567348689643,4.535630265702986,2.0,-2.0
double-well,-1.4061718098415348,1.3742786503127835,2.7877133155699285,4.161991965882712,2.0,-2.0
double-well,-1.3961634695579654,1.325339494629608,2.5068491765763783,3.8321886712059863,2.0,-2.0
double-well,-1.3861551292743952,1.2772394349387781,2.2624523363123243,3.5396917712511025,2.0,-2.0
double-well,-1.3761467889908259,1.229972456215267,2.0490937790428227,3.2790662352580897,2.0,-2.0
double-well,-1.3661384487072565,1.1835325434340365,1.8622396722349128,3.0457722156689493,2.0,-2.0
double-well,-1.3561301084236863,1.1379136815700472,1.698091408378986,2.836005089949033,2.0,-2.0
double-well,-1.346121768140117,1.0931098555982732,1.5534562067285225,2.6465660623267957,2.0,-2.0
double-well,-1.3361134278565476,1.0491150504936746,1.425642092855191,2.4747571433488655,2.0,-2.0
double-well,-1.3261050875729774,1.0059232512312137,1.312372388623627,2.3182956398548407,2.0,-2.0
double-well,-1.316096747289408,0.9635284427858628,1.2117158676158637,2.1752443104017267,2.0,-2.0
double-well,-1.3060884070058387,0.9219246101325838,1.1220295288046662,2.04395413893725,2.0,-2.0
double-well,-1.2960800667222685,0.8811057382463376,1.0419115657887874,1.923017304035125,2.0,-2.0
double-well,-1.2860717264386992,0.841065812102098,0.9701625993614021,1.8112284114635,2.0,-2.0
double-well,-1.2760633861551298,0.8017988166748249,0.9057536275821716,1.7075524442569965,2.0,-2.0
double-well,-1.2660550458715596,0.7632987369394817,0.8477994528895579,1.6110981898290397,2.0,-2.0
double-well,-1.2560467055879903,0.7255595578710392,0.7955365878559495,1.5210961457269887,2.0,-2.0
double-well,-1.246038365304421,0.68857526444446,0.7483048336543037,1.4368800980987637,2.0,-2.0
double-well,-1.2360300250208507,0.6523398416347059,0.7055318787879977,1.3578717204227035,2.0,-2.0
double-well,-1.2260216847372813,0.6168472744167486,0.666720388387804,1.2835676628045527,2.0,-2.0
double-well,-1.216013344453712,0.5820915477655499,0.6314371528361862,1.2135287006017361,2.0,-2.0
double-well,-1.2060050041701418,0.5480666466560722,0.599303943670887,1.1473705903269593,2.0,-2.0
double-well,-1.1959966638865724,0.514766556063287,0.5699897885928666,1.0847563446561537,2.0,-2.0
double-well,-1.185988323603003,0.48218526096215597,0.5432044290620457,1.0253896900242017,2.0,-2.0
double-well,-1.1759799833194329,0.45031674632764207,0.5186927658558648,0.9690095121835068,2.0,-2.0
double-well,-1.1659716430358635,0.41915499713471593,0.4962301320264388,0.9153851291611548,2.0,-2.0
double-well,-1.1559633027522942,0.38869399835833973,0.47561826045788824,0.864312258816228,2.0,-2.0
double-well,-1.145954962468724,0.3589277349734765,0.45668183591742983,0.8156095708909064,2.0,-2.0
double-well,-1.1359466221851546,0.32985019195509646,0.4392655400855646,0.7691157320406611,2.0,-2.0
double-well,-1.1259382819015844,0.30145535427815995,0.4232315133208702,0.7246868675990301,2.0,-2.0
double-well,-1.115929941618015,0.2737372069176369,0.40845716948735245,0.6821943764049894,2.0,-2.0
double-well,-1.1059216013344457,0.24668973484849044,0.39483331054826193,0.6415230453967524,2.0,-2.0
double-well,-1.0959132610508755,0.2203069230456831,0.38226249621383684,0.6025694192595199,2.0,-2.0
double-well,-1.0859049207673062,0.19458275648418488,0.37065763104748406,0.5652403875316689,2.0,-2.0
double-well,-1.0758965804837368,0.16951122013895858,0.35994073734959936,0.5294519574885579,2.0,-2.0
double-well,-1.0658882402001666,0.14508629898496772,0.3500418870647435,0.4951281860497112,2.0,-2.0
double-well,-1.0558798999165973,0.12130197799718134,0.3408982700703882,0.46220024806756954,2.0,-2.0
double-well,-1.045871559633028,0.09815224215056273,0.33245337964602845,0.4306056217965912,2.0,-2.0
double-well,-1.0358632193494577,0.07563107642007516,0.32465629880616675,0.4002873752262419,2.0,-2.0
double-well,-1.0258548790658883,0.05373246578068791,0.31746107360450093,0.37119353938518884,2.0,-2.0
double-well,-1.015846538782319,0.032450395207364036,0.31082616155763454,0.3432765567649986,2.0,-2.0
double-well,-1.0058381984987488,0.011778849675067038,0.304713945058968,0.316492794734035,2.0,-2.0
double-well,-0.9958298582151794,-0.008288185841234252,0.2990903011099453,0.290802115268711,2.0,-2.0
double-well,-0.9858215179316101,-0.027756726366576445,0.29392421993028456,0.2661674935637081,2.0,-2.0
double-well,-0.9758131776480399,-0.046632786925995706,0.28918746605739665,0.24255467913140094,2.0,-2.0
double-well,-0.9658048373644705,-0.06492238254452376,0.284854276437857,0.21993189389333323,2.0,-2.0
double-well,-0.9557964970809012,-0.082631528247197,0.2809010907755496,0.1982695625283526,2.0,-2.0
double-well,-0.945788156797331,-0.09976623905905158,0.277306310052719,0.17754007099366742,2.0,-2.0
double-well,-0.9357798165137616,-0.11633253000511934,0.27405007969895195,0.15771754969383261,2.0,-2.0
double-well,-0.9257714762301923,-0.13233641611043645,0.2711140943636067,0.13877767825317022,2.0,-2.0
double-well,-0.9157631359466221,-0.14778391240003919,0.2684814216615149,0.12069750926147571,2.0,-2.0
double-well,-0.9057547956630527,-0.1626810338989595,0.26613634262005664,0.10345530872109715,2.0,-2.0
double-well,-0.8957464553794834,-0.17703379563223354,0.264064206866489,0.08703041123425548,2.0,-2.0
double-well,-0.8857381150959132,-0.19084821262489726,0.2622513008648364,0.07140308823993913,2.0,-2.0
double-well,-0.8757297748123438,-0.20413029990198306,0.2606847277476993,0.05655442784571624,2.0,-2.0
double-well,-0.8657214345287745,-0.21688607248852687,0.2593522974950336,0.04246622500650671,2.0,-2.0
double-well,-0.8557130942452043,-0.22912154540956453,0.2582424263934976,0.029120880983933062,2.0,-2.0
double-well,-0.8457047539616349,-0.24084273369012865,0.25734404486980333,0.016501311179674683,2.0,-2.0
double-well,-0.8356964136780656,-0.2520556523552552,0.2566465129325646,0.004590860577309397,2.0,-2.0
double-well,-0.8256880733944953,-0.2627663164299796,0.25613954258175103,-0.006626773848228573,2.0,-2.0
double-well,-0.815679733110926,-0.272980740939335,0.2558131266549711,-0.01716761428436392,2.0,-2.0
double-well,-0.8056713928273567,-0.28270494090835696,0.2556574736769286,-0.027047467231428368,2.0,-2.0
double-well,-0.7956630525437864,-0.2919449313620812,0.2556629483637911,-0.03628198299829011,2.0,-2.0
double-well,-0.7856547122602171,-0.3007067273255407,0.2558200175087272,-0.04488670981681353,2.0,-2.0
double-well,-0.7756463719766478,-0.3089963438237711,0.25611920103926844,-0.05287714278450267,2.0,-2.0
double-well,-0.7656380316930775,-0.3168197958818079,0.25655102809187114,-0.060268767789936784,2.0,-2.0
double-well,-0.7556296914095082,-0.32418309852468447,0.2571059979944424,-0.06707710053024207,2.0,-2.0
double-well,-0.7456213511259389,-0.3310922667774362,0.2577745460838577,-0.0733177206935785,2.0,-2.0
double-well,-0.7356130108423686,-0.3375533156650985,0.258547014312755,-0.07900630135234349,2.0,-2.0
double-well,-0.7256046705587993,-0.3435722602127049,0.2594136266182433,-0.08415863359446163,2.0,-2.0
double-well,-0.71559633027523,-0.3491551154452909,0.26036446903468385,-0.08879064641060702,2.0,-2.0
double-well,-0.7055879899916597,-0.35430789638789156,0.26138947453354583,-0.09291842185434573,2.0,-2.0
double-well,-0.6955796497080904,-0.35903661806554077,0.2624784125656835,-0.09655820549985727,2.0,-2.0
double-well,-0.685571309424521,-0.3633472955032738,0.2636208832656167,-0.0997264122376571,2.0,-2.0
double-well,-0.6755629691409508,-0.3672459437261258,0.264806316253949,-0.10243962747217678,2.0,-2.0
double-well,-0.6655546288573815,-0.3707385777591307,0.2660239739436502,-0.10471460381548053,2.0,-2.0
double-well,-0.6555462885738121,-0.3738312126273238,0.2672629592194057,-0.10656825340791809,2.0,-2.0
double-well,-0.6455379482902419,-0.3765298633557399,0.2685122273176792,-0.1080176360380607,2.0,-2.0
