experiment,method,x,local_Langevin_drift,Levy_score_correction,total_LSC_drift,jump_shell_center_positive,jump_shell_center_negative
triple-well,LSC-overlong,8.706218727662616,-1.7774831850573989,-9.479122762036219e+27,-9.479122762036219e+27,6.0,-6.0
triple-well,LSC-overlong,8.723373838456038,-1.7767616289163919,-1.3654336587490987e+28,-1.3654336587490987e+28,6.0,-6.0
triple-well,LSC-overlong,8.740528949249462,-1.775293079361697,-1.9652879032789552e+28,-1.9652879032789552e+28,6.0,-6.0
triple-well,LSC-overlong,8.757684060042887,-1.7730057751831871,-2.8259043020409514e+28,-2.8259043020409514e+28,6.0,-6.0
triple-well,LSC-overlong,8.774839170836309,-1.76982650212031,-4.058637599851597e+28,-4.058637599851597e+28,6.0,-6.0
triple-well,LSC-overlong,8.791994281629734,-1.7656822584591825,-5.821082350814923e+28,-5.821082350814923e+28,6.0,-6.0
triple-well,LSC-overlong,8.809149392423159,-1.760502389778946,-8.335473868966729e+28,-8.335473868966729e+28,6.0,-6.0
triple-well,LSC-overlong,8.826304503216583,-1.7542212159732622,-1.191395759193775e+29,-1.191395759193775e+29,6.0,-6.0
triple-well,LSC-overlong,8.843459614010005,-1.746781139719494,-1.6993053428481377e+29,-1.6993053428481377e+29,6.0,-6.0
triple-well,LSC-overlong,8.86061472480343,-1.7381361781624274,-2.4180319376891437e+29,-2.4180319376891437e+29,6.0,-6.0
triple-well,LSC-overlong,8.877769835596855,-1.7282557993462684,-3.43170513757908e+29,-3.43170513757908e+29,6.0,-6.0
triple-well,LSC-overlong,8.894924946390276,-1.7171288752388656,-4.856186915958928e+29,-4.856186915958928e+29,6.0,-6.0
triple-well,LSC-overlong,8.9120800571837,-1.7047674909385961,-6.850126228501541e+29,-6.850126228501541e+29,6.0,-6.0
triple-well,LSC-overlong,8.929235167977126,-1.691210285509288,-9.62946497682031e+29,-9.62946497682031e+29,6.0,-6.0
triple-well,LSC-overlong,8.946390278770547,-1.6765249576274277,-1.3486330465375454e+30,-1.3486330465375454e+30,6.0,-6.0
triple-well,LSC-overlong,8.963545389563972,-1.6608095637624072,-1.8813470699934494e+30,-1.8813470699934494e+30,6.0,-6.0
triple-well,LSC-overlong,8.980700500357397,-1.6441922807544374,-2.613566562721277e+30,-2.613566562721277e+30,6.0,-6.0
triple-well,LSC-overlong,8.997855611150822,-1.6268294050077114,-3.614989969974137e+30,-3.614989969974137e+30,6.0,-6.0
triple-well,LSC-overlong,9.015010721944243,-1.6089015136365092,-4.9776535980245695e+30,-4.9776535980245695e+30,6.0,-6.0
triple-well,LSC-overlong,9.032165832737668,-1.5906079031450968,-6.822432412539305e+30,-6.822432412539305e+30,6.0,-6.0
triple-well,LSC-overlong,9.049320943531093,-1.5721596216560074,-9.307284683213047e+30,-9.307284683213047e+30,6.0,-6.0
triple-well,LSC-overlong,9.066476054324514,-1.5537715876641773,-1.2637701284274898e+31,-1.2637701284274898e+31,6.0,-6.0
triple-well,LSC-overlong,9.08363116511794,-1.5356544088814286,-1.7079949962736674e+31,-1.7079949962736674e+31,6.0,-6.0
triple-well,LSC-overlong,9.100786275911364,-1.5180065551533843,-2.297787067110932e+31,-2.297787067110932e+31,6.0,-6.0
triple-well,LSC-overlong,9.11794138670479,-1.5010074914868852,-3.077418875158943e+31,-3.077418875158943e+31,6.0,-6.0
triple-well,LSC-overlong,9.13509649749821,-1.4848122506319055,-4.1037579067684935e+31,-4.1037579067684935e+31,6.0,-6.0
triple-well,LSC-overlong,9.152251608291635,-1.4695477443083453,-5.44970497190045e+31,-5.44970497190045e+31,6.0,-6.0
triple-well,LSC-overlong,9.16940671908506,-1.455310911361674,-7.208563624208255e+31,-7.208563624208255e+31,6.0,-6.0
triple-well,LSC-overlong,9.186561829878482,-1.4421686132139921,-9.49959287135322e+31,-9.49959287135322e+31,6.0,-6.0
triple-well,LSC-overlong,9.203716940671907,-1.4301590380283948,-1.24750623767263e+32,-1.24750623767263e+32,6.0,-6.0
triple-well,LSC-overlong,9.220872051465332,-1.4192942795896009,-1.632921378767957e+32,-1.632921378767957e+32,6.0,-6.0
triple-well,LSC-overlong,9.238027162258756,-1.4095637174722844,-2.1309638365138963e+32,-2.1309638365138963e+32,6.0,-6.0
triple-well,LSC-overlong,9.255182273052178,-1.4009378343095418,-2.773171556005737e+32,-2.773171556005737e+32,6.0,-6.0
triple-well,LSC-overlong,9.272337383845603,-1.393372150741637,-3.599692689252614e+32,-3.599692689252614e+32,6.0,-6.0
triple-well,LSC-overlong,9.289492494639028,-1.3868110239894587,-4.661607360174845e+32,-4.661607360174845e+32,6.0,-6.0
triple-well,LSC-overlong,9.306647605432449,-1.381191128397608,-6.023869653398288e+32,-6.023869653398288e+32,6.0,-6.0
triple-well,LSC-overlong,9.323802716225874,-1.3764445053729466,-7.769033701726604e+32,-7.769033701726604e+32,6.0,-6.0
triple-well,LSC-overlong,9.340957827019299,-1.3725011293409797,-1.0001970608390533e+33,-1.0001970608390533e+33,6.0,-6.0
triple-well,LSC-overlong,9.35811293781272,-1.369290982559457,-1.2855836896684564e+33,-1.2855836896684564e+33,6.0,-6.0
triple-well,LSC-overlong,9.375268048606145,-1.3667456644326206,-1.649962306609842e+33,-1.649962306609842e+33,6.0,-6.0
triple-well,LSC-overlong,9.39242315939957,-1.3647995816655416,-2.1147696201221408e+33,-2.1147696201221408e+33,6.0,-6.0
triple-well,LSC-overlong,9.409578270192995,-1.3633907763747206,-2.7071857872583304e+33,-2.7071857872583304e+33,6.0,-6.0
triple-well,LSC-overlong,9.426733380986416,-1.362461452591899,-3.461657334892954e+33,-3.461657334892954e+33,6.0,-6.0
triple-well,LSC-overlong,9.443888491779841,-1.3619582597688558,-4.4218197363275234e+33,-4.4218197363275234e+33,6.0,-6.0
triple-well,LSC-overlong,9.461043602573266,-1.3618323868672533,-5.64292340328042e+33,-5.64292340328042e+33,6.0,-6.0
triple-well,LSC-overlong,9.478198713366687,-1.3620395139119983,-7.194893488308844e+33,-7.194893488308844e+33,6.0,-6.0
triple-well,LSC-overlong,9.495353824160112,-1.3625396605895799,-9.166187282470497e+33,-9.166187282470497e+33,6.0,-6.0
triple-well,LSC-overlong,9.512508934953537,-1.3632969643109718,-1.1668654828710151e+34,-1.1668654828710151e+34,6.0,-6.0
triple-well,LSC-overlong,9.529664045746962,-1.3642794135692264,-1.4843660761967618e+34,-1.4843660761967618e+34,6.0,-6.0
triple-well,LSC-overlong,9.546819156540383,-1.3654585566291024,-1.8869790960582765e+34,-1.8869790960582765e+34,6.0,-6.0
triple-well,LSC-overlong,9.563974267333808,-1.3668092006705128,-2.397254962397493e+34,-2.397254962397493e+34,6.0,-6.0
triple-well,LSC-overlong,9.581129378127233,-1.36830911245236,-3.0436554954061024e+34,-3.0436554954061024e+34,6.0,-6.0
triple-well,LSC-overlong,9.598284488920655,-1.3699387283002455,-3.8620869782863695e+34,-3.8620869782863695e+34,6.0,-6.0
triple-well,LSC-overlong,9.61543959971408,-1.3716808786534012,-4.897826356076896e+34,-4.897826356076896e+34,6.0,-6.0
triple-well,LSC-overlong,9.632594710507504,-1.3735205304283273,-6.207940193389693e+34,-6.207940193389693e+34,6.0,-6.0
triple-well,LSC-overlong,9.64974982130093,-1.3754445489667186,-7.8643209426046845e+34,-7.8643209426046845e+34,6.0,-6.0
triple-well,LSC-overlong,9.66690493209435,-1.3774414802385726,-9.957496157932742e+34,-9.957496157932742e+34,6.0,-6.0
triple-well,LSC-overlong,9.684060042887776,-1.3795013531879283,-1.2601405028255542e+35,-1.2601405028255542e+35,6.0,-6.0
triple-well,LSC-overlong,9.7012151536812,-1.3816155015674034,-1.5939384850542841e+35,-1.5939384850542841e+35,6.0,-6.0
triple-well,LSC-overlong,9.718370264474622,-1.3837764042530345,-2.0151670127985948e+35,-2.0151670127985948e+35,6.0,-6.0
triple-well,LSC-overlong,9.735525375268047,-1.3859775428150218,-2.5464781703382822e+35,-2.5464781703382822e+35,6.0,-6.0
triple-well,LSC-overlong,9.752680486061472,-1.388213275008204,-3.216327625689098e+35,-3.216327625689098e+35,6.0,-6.0
triple-well,LSC-overlong,9.769835596854893,-1.3904787228074509,-4.060444197186038e+35,-4.060444197186038e+35,6.0,-6.0
triple-well,LSC-overlong,9.786990707648318,-1.3927696736272335,-5.12366695972854e+35,-5.12366695972854e+35,6.0,-6.0
triple-well,LSC-overlong,9.804145818441743,-1.3950824934141945,-6.462240617465153e+35,-6.462240617465153e+35,6.0,-6.0
triple-well,LSC-overlong,9.821300929235168,-1.397414050372733,-8.146681957840711e+35,-8.146681957840711e+35,6.0,-6.0
triple-well,LSC-overlong,9.83845604002859,-1.3997616481693536,-1.0265357589526305e+36,-1.0265357589526305e+36,6.0,-6.0
triple-well,LSC-overlong,9.855611150822014,-1.4021229675528948,-1.2928947105747541e+36,-1.2928947105747541e+36,6.0,-6.0
triple-well,LSC-overlong,9.872766261615439,-1.40449601542114,-1.627600784777706e+36,-1.627600784777706e+36,6.0,-6.0
triple-well,LSC-overlong,9.88992137240886,-1.4068790804564513,-2.0479909471194093e+36,-2.0479909471194093e+36,6.0,-6.0
triple-well,LSC-overlong,9.907076483202285,-1.4092706945409617,-2.575747087887552e+36,-2.575747087887552e+36,6.0,-6.0
triple-well,LSC-overlong,9.92423159399571,-1.4116695992446244,-3.2379711656903994e+36,-3.2379711656903994e+36,6.0,-6.0
triple-well,LSC-overlong,9.941386704789135,-1.4140747167570984,-4.068522846987462e+36,-4.068522846987462e+36,6.0,-6.0
triple-well,LSC-overlong,9.958541815582556,-1.4164851247042678,-5.109682828613893e+36,-5.109682828613893e+36,6.0,-6.0
triple-well,LSC-overlong,9.975696926375981,-1.418900034355641,-6.414220014737209e+36,-6.414220014737209e+36,6.0,-6.0
triple-well,LSC-overlong,9.992852037169406,-1.4213187717860114,-8.047959201769545e+36,-8.047959201769545e+36,6.0,-6.0
triple-well,LSC-overlong,10.010007147962828,-1.423740761608291,-1.009296870746761e+37,-1.009296870746761e+37,6.0,-6.0
triple-well,LSC-overlong,10.027162258756253,-1.426165512940176,-1.265151544772175e+37,-1.265151544772175e+37,6.0,-6.0
triple-well,LSC-overlong,10.044317369549677,-1.428592607309617,-1.585096952146891e+37,-1.585096952146891e+37,6.0,-6.0
triple-well,LSC-overlong,10.061472480343099,-1.4310216882410576,-1.9849882885763996e+37,-1.9849882885763996e+37,6.0,-6.0
triple-well,LSC-overlong,10.078627591136524,-1.433452452296798,-2.4845518993426337e+37,-2.4845518993426337e+37,6.0,-6.0
triple-well,LSC-overlong,10.095782701929949,-1.4358846413770128,-3.1083174530267813e+37,-3.1083174530267813e+37,6.0,-6.0
triple-well,LSC-overlong,10.112937812723374,-1.4383180361073733,-3.8867713321890828e+37,-3.8867713321890828e+37,6.0,-6.0
triple-well,LSC-overlong,10.130092923516795,-1.4407524501653401,-4.857782937035833e+37,-4.857782937035833e+37,6.0,-6.0
triple-well,LSC-overlong,10.14724803431022,-1.4431877254161467,-6.068367484162698e+37,-6.068367484162698e+37,6.0,-6.0
triple-well,LSC-overlong,10.164403145103645,-1.4456237277460218,-7.576863454788087e+37,-7.576863454788087e+37,6.0,-6.0
triple-well,LSC-overlong,10.181558255897066,-1.448060343495956,-9.455620701637599e+37,-9.455620701637599e+37,6.0,-6.0
triple-well,LSC-overlong,10.198713366690491,-1.4504974764117935,-1.1794317086678275e+38,-1.1794317086678275e+38,6.0,-6.0
triple-well,LSC-overlong,10.215868477483916,-1.4529350450376879,-1.4704048276541428e+38,-1.4704048276541428e+38,6.0,-6.0
triple-well,LSC-overlong,10.23302358827734,-1.4553729804908508,-1.832236804290667e+38,-1.832236804290667e+38,6.0,-6.0
triple-well,LSC-overlong,10.250178699070762,-1.4578112245626489,-2.281949640666675e+38,-2.281949640666675e+38,6.0,-6.0
triple-well,LSC-overlong,10.267333809864187,-1.4602497280998525,-2.8405961812768983e+38,-2.8405961812768983e+38,6.0,-6.0
triple-well,LSC-overlong,10.284488920657612,-1.4626884496256907,-3.534200315122841e+38,-3.534200315122841e+38,6.0,-6.0
triple-well,LSC-overlong,10.301644031451033,-1.4651273541660959,-4.39491301826218e+38,-4.39491301826218e+38,6.0,-6.0
triple-well,LSC-overlong,10.318799142244458,-1.4675664122511962,-5.46243296116922e+38,-5.46243296116922e+38,6.0,-6.0
triple-well,LSC-overlong,10.335954253037883,-1.4700055990669352,-6.785751210658512e+38,-6.785751210658512e+38,6.0,-6.0
triple-well,LSC-overlong,10.353109363831308,-1.4724448937343146,-8.425292713032562e+38,-8.425292713032562e+38,6.0,-6.0
triple-well,LSC-overlong,10.37026447462473,-1.4748842786979566,-1.0455543255150054e+39,-1.0455543255150054e+39,6.0,-6.0
triple-well,LSC-overlong,10.387419585418154,-1.4773237392075482,-1.2968270069604436e+39,-1.2968270069604436e+39,6.0,-6.0
triple-well,LSC-overlong,10.40457469621158,-1.4797632628784436,-1.607646791156111e+39,-1.607646791156111e+39,6.0,-6.0
triple-well,LSC-overlong,10.421729807005,-1.482202839319596,-1.9919191172240916e+39,-1.9919191172240916e+39,6.0,-6.0
triple-well,LSC-overlong,10.438884917798426,-1.4846424598189476,-2.4667467474081447e+39,-2.4667467474081447e+39,6.0,-6.0
triple-well,LSC-overlong,10.45604002859185,-1.4870821170772064,-3.0531530501089735e+39,-3.0531530501089735e+39,6.0,-6.0
triple-well,LSC-overlong,10.473195139385272,-1.4895218049831396,-3.7769661103841415e+39,-3.7769661103841415e+39,6.0,-6.0
triple-well,LSC-overlong,10.490350250178697,-1.4919615184238877,-4.6698987846651956e+39,-4.6698987846651956e+39,6.0,-6.0
triple-well,LSC-overlong,10.507505360972122,-1.4944012531247544,-5.770867337807749e+39,-5.770867337807749e+39,6.0,-6.0
triple-well,LSC-overlong,10.524660471765547,-1.4968410055144534,-7.127600400217167e+39,-7.127600400217167e+39,6.0,-6.0
triple-well,LSC-overlong,10.541815582558968,-1.4992807726114274,-8.798600984668899e+39,-8.798600984668899e+39,6.0,-6.0
triple-well,LSC-overlong,10.558970693352393,-1.5017205519281902,-1.0855537595585827e+40,-1.0855537595585827e+40,6.0,-6.0
triple-well,LSC-overlong,10.576125804145818,-1.5041603413910196,-1.3386156514577765e+40,-1.3386156514577765e+40,6.0,-6.0
triple-well,LSC-overlong,10.593280914939239,-1.5066001392722277,-1.64978267144976e+40,-1.64978267144976e+40,6.0,-6.0
triple-well,LSC-overlong,10.610436025732664,-1.5090399441335434,-2.0321852210352608e+40,-2.0321852210352608e+40,6.0,-6.0
triple-well,LSC-overlong,10.627591136526089,-1.5114797547784309,-2.501871480154838e+40,-2.501871480154838e+40,6.0,-6.0
triple-well,LSC-overlong,10.644746247319514,-1.5139195702121075,-3.078444405616937e+40,-3.078444405616937e+40,6.0,-6.0
triple-well,LSC-overlong,10.661901358112935,-1.516359389608205,-3.7858352181852946e+40,-3.7858352181852946e+40,6.0,-6.0
triple-well,LSC-overlong,10.67905646890636,-1.5187992122806802,-4.653242049040815e+40,-4.653242049040815e+40,6.0,-6.0
triple-well,LSC-overlong,10.696211579699785,-1.5212390376604241,-5.716268313133677e+40,-5.716268313133677e+40,6.0,-6.0
triple-well,LSC-overlong,10.713366690493206,-1.5236788652756335,-7.018302459541759e+40,-7.018302459541759e+40,6.0,-6.0
triple-well,LSC-overlong,10.730521801286631,-1.5261186947354346,-8.612189250105821e+40,-8.612189250105821e+40,6.0,-6.0
triple-well,LSC-overlong,10.747676912080056,-1.5285585257162564,-1.056225291459322e+41,-1.056225291459322e+41,6.0,-6.0
triple-well,LSC-overlong,10.764832022873481,-1.530998357950458,-1.2946744753526173e+41,-1.2946744753526173e+41,6.0,-6.0
triple-well,LSC-overlong,10.781987133666902,-1.5334381912167527,-1.5860802401182743e+41,-1.5860802401182743e+41,6.0,-6.0
triple-well,LSC-overlong,10.799142244460327,-1.5358780253323274,-1.9420025487869987e+41,-1.9420025487869987e+41,6.0,-6.0
triple-well,LSC-overlong,10.816297355253752,-1.538317860146309,-2.3764793406655964e+41,-2.3764793406655964e+41,6.0,-6.0
triple-well,LSC-overlong,10.833452466047174,-1.540757695534208,-2.90654759533624e+41,-2.90654759533624e+41,6.0,-6.0
triple-well,LSC-overlong,10.850607576840599,-1.5431975313933846,-3.552871755006199e+41,-3.552871755006199e+41,6.0,-6.0
triple-well,LSC-overlong,10.867762687634023,-1.5456373676393176,-4.3405011506565924e+41,-4.3405011506565924e+41,6.0,-6.0
triple-well,LSC-overlong,10.884917798427445,-1.5480772042024393,-5.29978234168198e+41,-5.29978234168198e+41,6.0,-6.0
triple-well,LSC-overlong,10.90207290922087,-1.5505170410254594,-6.4674573624081504e+41,-6.4674573624081504e+41,6.0,-6.0
triple-well,LSC-overlong,10.919228020014295,-1.5529568780613505,-7.887984925327603e+41,-7.887984925327603e+41,6.0,-6.0
triple-well,LSC-overlong,10.93638313080772,-1.5553967152714376,-9.615128841273316e+41,-9.615128841273316e+41,6.0,-6.0
triple-well,LSC-overlong,10.95353824160114,-1.557836552623977,-1.1713866494963542e+42,-1.1713866494963542e+42,6.0,-6.0
triple-well,LSC-overlong,10.970693352394566,-1.5602763900929615,-1.4262680412827005e+42,-1.4262680412827005e+42,6.0,-6.0
triple-well,LSC-overlong,10.98784846318799,-1.5627162276570368,-1.7356308076343005e+42,-1.7356308076343005e+42,6.0,-6.0
triple-well,LSC-overlong,11.005003573981412,-1.5651560652987073,-2.1109039519002648e+42,-2.1109039519002648e+42,6.0,-6.0
triple-well,LSC-overlong,11.022158684774837,-1.5675959030036735,-2.565866931112562e+42,-2.565866931112562e+42,6.0,-6.0
triple-well,LSC-overlong,11.039313795568262,-1.57003574076021,-3.1171229769864785e+42,-3.1171229769864785e+42,6.0,-6.0
triple-well,LSC-overlong,11.056468906361687,-1.5724755785587945,-3.784665620260748e+42,-3.784665620260748e+42,6.0,-6.0
triple-well,LSC-overlong,11.073624017155108,-1.5749154163915418,-4.5925563371142245e+42,-4.5925563371142245e+42,6.0,-6.0
triple-well,LSC-overlong,11.090779127948533,-1.5773552542521319,-5.5697345938488554e+42,-5.5697345938488554e+42,6.0,-6.0
triple-well,LSC-overlong,11.107934238741958,-1.5797950921353103,-6.750985535305561e+42,-6.750985535305561e+42,6.0,-6.0
triple-well,LSC-overlong,11.12508934953538,-1.582234930036855,-8.178095251773889e+42,-8.178095251773889e+42,6.0,-6.0
triple-well,LSC-overlong,11.142244460328804,-1.5846747679533062,-9.901229095107098e+42,-9.901229095107098e+42,6.0,-6.0
triple-well,LSC-overlong,11.15939957112223,-1.58711460588185,-1.1980575045590253e+43,-1.1980575045590253e+43,6.0,-6.0
triple-well,LSC-overlong,11.176554681915654,-1.589554443820184,-1.448830183013503e+43,-1.448830183013503e+43,6.0,-6.0
triple-well,LSC-overlong,11.193709792709075,-1.5919942817664616,-1.7510890562006923e+43,-1.7510890562006923e+43,6.0,-6.0
triple-well,LSC-overlong,11.2108649035025,-1.5944341197191714,-2.1151909348902502e+43,-2.1151909348902502e+43,6.0,-6.0
triple-well,LSC-overlong,11.228020014295925,-1.596873957677054,-2.5535312875435344e+43,-2.5535312875435344e+43,6.0,-6.0
triple-well,LSC-overlong,11.245175125089347,-1.5993137956391668,-3.0809363729294837e+43,-3.0809363729294837e+43,6.0,-6.0
triple-well,LSC-overlong,11.262330235882771,-1.6017536336046547,-3.7151289581675936e+43,-3.7151289581675936e+43,6.0,-6.0
triple-well,LSC-overlong,11.279485346676196,-1.6041934715728843,-4.477281068750747e+43,-4.477281068750747e+43,6.0,-6.0
triple-well,LSC-overlong,11.296640457469618,-1.606633309543343,-5.39266960459092e+43,-5.39266960459092e+43,6.0,-6.0
triple-well,LSC-overlong,11.313795568263043,-1.609073147515558,-6.491453454430843e+43,-6.491453454430843e+43,6.0,-6.0
triple-well,LSC-overlong,11.330950679056468,-1.6115129854892234,-7.809594018380686e+43,-7.809594018380686e+43,6.0,-6.0
triple-well,LSC-overlong,11.348105789849892,-1.6139528234640494,-9.389944884077112e+43,-9.389944884077112e+43,6.0,-6.0
triple-well,LSC-overlong,11.365260900643314,-1.6163926614397932,-1.1283540887832534e+44,-1.1283540887832534e+44,6.0,-6.0
triple-well,LSC-overlong,11.382416011436739,-1.618832499416283,-1.3551122034478364e+44,-1.3551122034478364e+44,6.0,-6.0
